Question,Answer
"למה ארגונים שומרים מידע?
 
1.    כי ארגונים לא אוהבים למחוק מידע
  
2.    כיוון שעלויות האחסון נמוכות מאוד
  
3.    כדי לתעד היסטוריה
  
4.    כדי לאפשר קבלת החלטות טובות יותר
  
 .",1
"איזה מבין הבאים הוא חסרון של ERP?
 
1. נדרש תהליך הטמעה איטנסיבי
 
2. מערכת יקרה
 
3. כל התשובות נכונות
 
4. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
 .",3
"DROPBOX, ICLOUD ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   C2B מסוג Service Provider.
 
2.   B2C מסוג Service Provider.
 
3.   C2B מסוג Market Creator.
 
4.   B2C מסוג Transaction Broker.
 
 .",1
"דנה רוצה להבטיח מקסימום הגנה למערכות המידע בחברה אותה היא מנהלת. היא החליטה לנקוט בכמה צעדים אשר יתרמו לכך. אילו מבין הצעדים הבאים פחות רלוונטי בשביל להגן על מערכות המידע?
 
1.   אבטחה פיזית- גיבוי, מיגון מפני אש, גדרות, אזעקות, מנעולים
 
2.   אבטחת נתונים- הצפנה ופענוח, מפתח סימטרי, מפתח ציבורי/פרטי, ניטור מסדי הנתונים
 
3.   אבטחה אישית- ליווי צמוד של הבכירים לביתם בסוף יום העבודה, הכשרת העובדים להסתובב עם נשק
 
4.   אבטחת תוכנה- אנטי וירוס, ניהול SPAM
 
 .",2
"בפיתוח מערכת מידע בארגון - באיזה שלב נבצע הדרכה למשתמשים?
 
1.   שלב התכנון
 
2.   שלב היישום והטמעה
 
3.   שלב התחזוקה
 
4.   שלב העיצוב
 
 .",3
"מה המבאים יהיה שדה המפתח הטוב ביותר ברשימת לקוחות?
 
1.   תאריך לידה
 
2.   תאריך הקנייה הראשון של הלקוח מהסוף להתחלה
 
3.   שם פרטי + שם משפחה
 
4.   מספר ת""ז
 
 .",3
"אתה מנכ""ל חברה מצליחה למחשבים, אילו מהבאים לא הייתה מחשיב בתור תועלת מוחשית לחברה?
 
1.   הביאו מכונה חדשה שעושה עבודה שדרשה שלושה עובדים בעבר
 
2.   העובדים מרוצים ושמחים יותר לבוא לעבוד
 
3.   מספר המכירות גדלו ביחס לרבעון הקודם
 
4.   נמכר פי 2 מהמלאי מתחילת השנה ביחס לשנה שעברה
 
 .",3
"מעיין שיחקה SETERRA ולפתע קיבלה את ההודעה המשמחת שזכתה ב1,000,000 ₪! כל מה שעליה לעשות הוא להכניס את פרטי הבנק שלה והכסף יועבר אליה. במה סביר להניח שנתקלה?
 
1.   Phishing
 
2.   DOS
 
3.   Malicious code
 
4. Sniffing
 
 .",1
"מי מהבאים יותר נכון לגבי ההבדל בין RAM ל- ROM?
 
1. RAM הוא זיכרון נדיף
 
2. ROM הוא זיכרון ניתן למחיקה
 
3. ל-RAM יש נפח קטן יותר
 
4. RAM זו טכנולוגיה חדישה
 
 .",2
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. השם החדש של פייסבוק 
 
2. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
3. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
4. עולם המורכב מאווטרים
 
 .",4
"יוסי מנהל החברה עוקב אחר עובדיו בעזרת המודל הרלציוני, אשר המפתח הראשי בו הוא השם הפרטי ושם המשפחה של העוב לשניים מעובדיו קוראים דני כהן, מה הכי יעיל ליוסי?
 
1.   לעבור לשיטת המודל ההיררכי וליצור לכל דני תקייה נפרדת, כך לא יתבלבל ביניהם
 
2.   לפטר את אחד הדנים וכך לחסוך עבודה רבה והתבלבלויות שיוצרות חוסר נעימות
 
3.   להפוך את העמודה של השם לעמודת מפתח זר, וכך יוכל לקרוא פרטים נוספים ולהבדיל ביניהם
 
4.   יוסי יכול להוסיף עמודה של מספר סידורי ולקבוע אותה כעמודת מפתח ראשי, כך יבדיל בין דני אחד לאחר
 
 .",3
"איזה מבין הבאים הוא חסרון של  תוכנות ERP?
 
1. כל התשובות נכונות
 
2. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
3. נדרש תהליך הטמעה ממושך
 
4. מערכת יקרה
 
 .",2
"איזה ממודלי הסבת הנתונים הבאים הוא המהיר ביותר להטמעה?
 
1. הסבה פיילוט
 
2. הסבה במקביל
 
3. הסבה מיידית (Big bang)
 
4. הסבה הדרגתית
 
 .",3
"בעלים של חברה בודק את תחום הארכיטקטורה, עזרו לו להבין אילו מגמות משפיעות על ארכיטקטורות?
 
1.    כל התשובות נכונות
  
2. הוזלה של כל רכיבי החומרה 
3. העובדה ששימוש בטכנולוגיות מתקדמות נהיה פשוט יותר עם הזמן
  
4. עליה באמינות הטכנולוגיה
  
 .",2
"אילו מבין הבאים מהווה דוגמה לשימוש בטכנולוגיית NFC?
 
1. תשלום בכרטיס אשראי ללא צורך במזומן.
 
2. בקרת כניסה לאזור שמור.
 
3. קניית כרטיסים לתחבורה ציבורית.
 
4. כל התשובות נכונות.
 
 .",4
"מהי המתודולוגיה המפורטת של פיתוח תוכנה - תהליך תכונן ומובנה, אבני דרך מסודרות, תיעוד ושימור ידע, דרישות ידועות מראש ויציבות
 
1. אבטיפוס
 
2.   AGILE
 
3.   SCRUM
 
4.   מודל מפל המים
 
 .",3
"אתה מנכ""ל חברה מצליחה למחשבים, אילו מהבאים לא הייתה מחשיב בתור תועלת מוחשית לחברה?
 
1.   העובדים מרוצים ושמחים יותר לבוא לעבוד
 
2.   הביאו מכונה חדשה שעושה עבודה שדרשה שלושה עובדים בעבר
 
3.   נמכר פי 2 מהמלאי מתחילת השנה ביחס לשנה שעברה
 
4.   מספר המכירות גדלו ביחס לרבעון הקודם
 
 .",2
"תוכנת Waze היא בין השאר TPS (Transaction Processing System). איזה מידע תפעולי היא אוספת:
 
1.  היסטורית חיפושים של המשתמש
 
2.  דיווחי המשתמש בדרך (דיווח על עומסים, תאונות, ועוד)
 
3.  כל התשובות נכונות
 
4.  מיקום המשתמש בכל X שניות
 
 .",1
"מה התכונה החשובה ביותר של שדה מפתח?
 
1. מוצפן
 
2.   חד חד ערכי
 
3.   זהה בכל הרשומות
 
4.   ממספר את הרשומות בסדר עולה
 
 .",1
"מהי המגמה שהובילה את הפיכת טכנולוגיות המידע למוצר צריכה?
 
1.  ירידה מתמדת במחירי החומרה והתקשורת
  
2.  כל התשובות נכונות
  
3.  מיקור חוץ - קיום חברות חיצוניות שמוכנות לנהל את שרותי המחשוב עבורי
 
4. מחשב בכל כיס
  
 .",2
"סיסמא, כרטיס זיהוי, טביעת אצבע וחתימה הם דוגמאות ל:
 
1.   בקרת גישה
 
2.   אבטחת תוכנה
 
3.   אבטחה פיסית
 
4.   אבטחת תקשורת
 
 .",4
"מהו שדה מפתח ראשי?
 
1. כל התשובות לא נכונות
 
2.   למעשה זהו שם אחר לשדה מפתח זר
 
3.   אוסף של תווים או מספרים
 
4.   מזהה חד חד ערכי של רשומה ביחס לרשומות אחרות
 
 .",3
"מה ההבדל העיקרי בין מודל מפל המים לבין מודל ה AGILE?
 
1.   זמן בניית הפרויקט ארוך הרבה יותר במודל ה AGILE
 
2.   מחיר מודל מפל המים גדול ממחיר מודל ה AGILE
 
3.   מודל ה AGILE גמיש בהרבה ממפל המים, שכמעט לא ניתן לשינוי *
 
4.   AGILE דורש דרישות ידועות מראש, לעומת מפל המים שיכול לשנות החלטות
 
 .",1
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   מספר ת.ז
 
2.   שם פרטי
 
3.   מספר אישי
 
4.   מספר הזמנה
 
 .",4
"איזה מהמשפטים הבאים מתאר מידע תפעולי בצורה הטובה ביותר:
 
1. מידע תפעולי יכול להיות ברמת אמינות נמוכה ועוסק בהווה או בעבר הקרו
 
2. תהליך ייצורו של מידע תפעולי גמיש והוא משלב הערכות ותחזיות.
 
3. מידע תפעולי מתבסס בעיקרו על נתונים חיצוניים ורמת אמינותו נמוכה.
 
4. מידע תפעולי מתבסס בעיקרו על נתונים פנימיים ומופק בתדירות גבוהה.
 
 .",4
"פרוטוקול תקשורת הוא:
 
1. הצורה שבה בני אדם מדברים בטלפון
 
2. האופן שבו מסמך WORD כתוב
 
3. אוסף של כללים המגדירים את אופן בקשת וקבלת נתונים במערכת תקשורת מסוימת
 
4. האופן שבו מערכת מבוססת BLE מסוגלת לדבר עם מערכת מבוססת NFC
 
 .",1
"טכנולוגיית NFC (Near Frequency Communication) מבוססת על:
 
1. טכנולוגיית כרטיסים חכמים השונה מכרטיסים מגנטיים בכך שמבוססת עלשבב עם מעבד וזכרון ומאפשרת הצפנה ברמה גבוהה.
 
2. טכנולוגיית רדיו הפועלת בתקן המאפשר לקשר בין רשת אלחוטית ורשת חוטים.
 
3. תקשורת רדיו בטווח קצר של מספר ס""מ. התקשורת מאפשרת יישומים בתחום הזדהות בכניסה למתחמים מסווגים, כרטיסי אוטובוס ובצוע תשלומים.
 
4. טכנולוגיית כרטיסים מגנטיים המבוססת על פס מגנטי הכולל את מספר חשבון הבנק של בעל הכרטיס.
 
 .",2
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. עולם המורכב מאווטרים
 
2. השם החדש של פייסבוק 
 
3. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
4. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
 .",3
"אתה מנכ""ל חברה מצליחה למחשבים, אילו מהבאים לא הייתה מחשיב בתור תועלת מוחשית לחברה?
 
1.   הביאו מכונה חדשה שעושה עבודה שדרשה שלושה עובדים בעבר
 
2.   נמכר פי 2 מהמלאי מתחילת השנה ביחס לשנה שעברה
 
3.   מספר המכירות גדלו ביחס לרבעון הקודם
 
4.   העובדים מרוצים ושמחים יותר לבוא לעבוד
 
 .",2
"מהו סוג הארגון אשר בונה מטוסי כיבוי?
 
1.   שירות
 
2.   נגרות
 
3. ייצור
 
4. עיצוב
 
 .",2
"מהו שדה מפתח ראשי?
 
1.   למעשה זהו שם אחר לשדה מפתח זר
 
2.   מזהה חד חד ערכי של רשומה ביחס לרשומות אחרות
 
3.   אוסף של תווים או מספרים
 
4. כל התשובות לא נכונות
 
 .",1
"שאלה זו היא לצרכי מחקר - אשמח שתענו עליה אבל ניתן גם לדלג עליה 
 עד כמה אתם מרגישים שהבוט מקנה חויית לימוד חומר חיובית  
 
1. חווית הלימוד מאוד חיובית
2. חווית הלימוד חיובית
3. חווית הלימוד לא חיובית ולא שלילית
4. חווית הלימוד שלילית 
5. חווית הלימוד מאוד שלילית 
 .",4
"איזה מהמשפטים הבאים נכון?
 
1. ניתן להגיד כי אתר אינטרנט הוא לקוח שמן.
 
2. ניתן להריץ תוכנה שמנה על מחשב רזה.
 
3. ניתן להריץ תוכנה רזה על מחשב שמן.
 
4. נעדיף לתכנת תוכנה שמנה ככל שניתן על מנת שכמה שיותר משתמשים יוכלו להשתמש בה.
 
 .",3
